calc_version,year,style,style_name,style_order,horizon,horizon_months,signal_type,signal_name,month_count,factor_count,factor_month_obs,win_rate,ic_std,is_partial_year,metric,metric_name,value
v1,2015,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.666667,0.088606,False,ICIR,ICIR,0.746648
v1,2015,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.75,0.024334,False,ICIR,ICIR,0.635338
v1,2015,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.75,0.045282,False,ICIR,ICIR,0.882217
v1,2015,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.416667,0.054719,False,ICIR,ICIR,-0.271409
v1,2015,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,1.0,0.060042,False,ICIR,ICIR,1.321023
v1,2015,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.916667,0.069323,False,ICIR,ICIR,1.159101
v1,2016,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,1.0,0.053816,False,ICIR,ICIR,2.064514
v1,2016,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.916667,0.013775,False,ICIR,ICIR,1.809371
v1,2016,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.583333,0.057787,False,ICIR,ICIR,0.280099
v1,2016,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.25,0.058899,False,ICIR,ICIR,-0.866752
v1,2016,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.916667,0.043917,False,ICIR,ICIR,1.651749
v1,2016,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,1.0,0.075348,False,ICIR,ICIR,2.260948
v1,2017,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.916667,0.050679,False,ICIR,ICIR,1.747012
v1,2017,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.833333,0.026157,False,ICIR,ICIR,1.288881
v1,2017,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,1.0,0.034092,False,ICIR,ICIR,1.766678
v1,2017,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.75,0.055393,False,ICIR,ICIR,0.60061
v1,2017,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.75,0.038228,False,ICIR,ICIR,0.745041
v1,2017,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,1.0,0.054869,False,ICIR,ICIR,2.160405
v1,2018,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.833333,0.061351,False,ICIR,ICIR,0.989405
v1,2018,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,1.0,0.015721,False,ICIR,ICIR,1.308541
v1,2018,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.5,0.045336,False,ICIR,ICIR,0.047143
v1,2018,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.583333,0.091486,False,ICIR,ICIR,0.088612
v1,2018,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.833333,0.050189,False,ICIR,ICIR,0.886757
v1,2018,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.75,0.109678,False,ICIR,ICIR,0.988658
v1,2019,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.916667,0.021632,False,ICIR,ICIR,1.78068
v1,2019,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,1.0,0.013869,False,ICIR,ICIR,2.428017
v1,2019,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.75,0.062961,False,ICIR,ICIR,0.89779
v1,2019,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.583333,0.050195,False,ICIR,ICIR,0.14963
v1,2019,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.333333,0.026015,False,ICIR,ICIR,-0.532112
v1,2019,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,1.0,0.033003,False,ICIR,ICIR,2.793656
v1,2020,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.916667,0.05045,False,ICIR,ICIR,0.950568
v1,2020,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,1.0,0.014986,False,ICIR,ICIR,1.768801
v1,2020,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.666667,0.0578,False,ICIR,ICIR,0.663856
v1,2020,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.666667,0.090991,False,ICIR,ICIR,0.052076
v1,2020,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.583333,0.058307,False,ICIR,ICIR,0.139007
v1,2020,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.916667,0.06092,False,ICIR,ICIR,1.85929
v1,2021,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.833333,0.067829,False,ICIR,ICIR,1.023645
v1,2021,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,1.0,0.016091,False,ICIR,ICIR,1.323492
v1,2021,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.333333,0.051971,False,ICIR,ICIR,-0.197752
v1,2021,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.5,0.065983,False,ICIR,ICIR,-0.294973
v1,2021,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.916667,0.037173,False,ICIR,ICIR,1.520528
v1,2021,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.833333,0.086706,False,ICIR,ICIR,1.382377
v1,2022,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.833333,0.054146,False,ICIR,ICIR,1.085717
v1,2022,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,1.0,0.011988,False,ICIR,ICIR,2.888505
v1,2022,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.333333,0.038561,False,ICIR,ICIR,-0.700623
v1,2022,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.25,0.067453,False,ICIR,ICIR,-0.581123
v1,2022,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.833333,0.055337,False,ICIR,ICIR,1.015579
v1,2022,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,1.0,0.068656,False,ICIR,ICIR,1.857688
v1,2023,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.916667,0.060592,False,ICIR,ICIR,1.483891
v1,2023,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.916667,0.012712,False,ICIR,ICIR,1.814372
v1,2023,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.25,0.056649,False,ICIR,ICIR,-0.047311
v1,2023,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.583333,0.059297,False,ICIR,ICIR,0.049206
v1,2023,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.666667,0.052499,False,ICIR,ICIR,0.764362
v1,2023,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,1.0,0.062157,False,ICIR,ICIR,1.913531
v1,2024,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.75,0.084923,False,ICIR,ICIR,0.611714
v1,2024,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.583333,0.054377,False,ICIR,ICIR,0.373593
v1,2024,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.75,0.052182,False,ICIR,ICIR,0.696116
v1,2024,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.416667,0.084128,False,ICIR,ICIR,-0.52796
v1,2024,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.833333,0.051702,False,ICIR,ICIR,0.731663
v1,2024,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.833333,0.067466,False,ICIR,ICIR,1.175273
v1,2025,value,价值,1,3M,3,neutralized,Neutralized,12,5,60,0.75,0.044425,False,ICIR,ICIR,0.787506
v1,2025,quality,质量,2,3M,3,neutralized,Neutralized,12,4,48,0.833333,0.014932,False,ICIR,ICIR,0.555871
v1,2025,growth,成长,3,3M,3,neutralized,Neutralized,12,3,36,0.583333,0.041365,False,ICIR,ICIR,0.530675
v1,2025,momentum,动量,4,3M,3,neutralized,Neutralized,12,1,12,0.333333,0.057771,False,ICIR,ICIR,-0.3675
v1,2025,reversal,反转,5,3M,3,neutralized,Neutralized,12,2,24,0.916667,0.027888,False,ICIR,ICIR,1.597127
v1,2025,risk,风险,6,3M,3,neutralized,Neutralized,12,3,36,0.916667,0.056079,False,ICIR,ICIR,1.46809
v1,2026,value,价值,1,3M,3,neutralized,Neutralized,3,5,15,0.0,0.004817,True,ICIR,ICIR,-3.862645
v1,2026,quality,质量,2,3M,3,neutralized,Neutralized,3,4,12,0.666667,0.009171,True,ICIR,ICIR,0.141212
v1,2026,growth,成长,3,3M,3,neutralized,Neutralized,3,3,9,1.0,0.012121,True,ICIR,ICIR,2.833704
v1,2026,momentum,动量,4,3M,3,neutralized,Neutralized,3,1,3,1.0,0.019598,True,ICIR,ICIR,3.66515
v1,2026,reversal,反转,5,3M,3,neutralized,Neutralized,3,2,6,0.666667,0.024649,True,ICIR,ICIR,0.887818
v1,2026,risk,风险,6,3M,3,neutralized,Neutralized,3,3,9,0.666667,0.031204,True,ICIR,ICIR,0.045689
v1,2015,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.039677,False,IC,IC Mean,0.067344
v1,2015,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.015579,False,IC,IC Mean,0.025511
v1,2015,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,1.0,0.024758,False,IC,IC Mean,0.069199
v1,2015,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.05752,False,IC,IC Mean,-0.028454
v1,2015,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.833333,0.049375,False,IC,IC Mean,0.05873
v1,2015,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.039986,False,IC,IC Mean,0.104255
v1,2016,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.031102,False,IC,IC Mean,0.159798
v1,2016,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.015705,False,IC,IC Mean,0.043884
v1,2016,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.5,0.03867,False,IC,IC Mean,1.3e-05
v1,2016,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.062392,False,IC,IC Mean,-0.06466
v1,2016,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.045218,False,IC,IC Mean,0.095553
v1,2016,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.061855,False,IC,IC Mean,0.214362
v1,2017,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.03578,False,IC,IC Mean,0.094275
v1,2017,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.01642,False,IC,IC Mean,0.034333
v1,2017,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,1.0,0.027333,False,IC,IC Mean,0.06101
v1,2017,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.916667,0.041575,False,IC,IC Mean,0.045825
v1,2017,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.022659,False,IC,IC Mean,0.027948
v1,2017,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.065902,False,IC,IC Mean,0.109191
v1,2018,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.045948,False,IC,IC Mean,0.087429
v1,2018,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.010894,False,IC,IC Mean,0.030029
v1,2018,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.166667,0.02501,False,IC,IC Mean,-0.023458
v1,2018,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.416667,0.086161,False,IC,IC Mean,-0.031524
v1,2018,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.042145,False,IC,IC Mean,0.056803
v1,2018,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,0.916667,0.086019,False,IC,IC Mean,0.155264
v1,2019,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.916667,0.024856,False,IC,IC Mean,0.02749
v1,2019,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.007041,False,IC,IC Mean,0.048272
v1,2019,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.054885,False,IC,IC Mean,0.068753
v1,2019,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.666667,0.056799,False,IC,IC Mean,0.042914
v1,2019,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.083333,0.022658,False,IC,IC Mean,-0.02759
v1,2019,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.03232,False,IC,IC Mean,0.0898
v1,2020,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.916667,0.03924,False,IC,IC Mean,0.062973
v1,2020,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.014761,False,IC,IC Mean,0.030504
v1,2020,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.75,0.030666,False,IC,IC Mean,0.020071
v1,2020,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.583333,0.074298,False,IC,IC Mean,0.008474
v1,2020,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.666667,0.039768,False,IC,IC Mean,0.010785
v1,2020,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.051359,False,IC,IC Mean,0.129283
v1,2021,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.053179,False,IC,IC Mean,0.091935
v1,2021,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.007201,False,IC,IC Mean,0.02607
v1,2021,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.333333,0.041207,False,IC,IC Mean,-0.013987
v1,2021,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.333333,0.06258,False,IC,IC Mean,-0.013633
v1,2021,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.033327,False,IC,IC Mean,0.061553
v1,2021,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.081866,False,IC,IC Mean,0.144234
v1,2022,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.051544,False,IC,IC Mean,0.087083
v1,2022,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.009238,False,IC,IC Mean,0.047214
v1,2022,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.083333,0.029714,False,IC,IC Mean,-0.044798
v1,2022,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.333333,0.073176,False,IC,IC Mean,-0.026529
v1,2022,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.054679,False,IC,IC Mean,0.075624
v1,2022,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.046011,False,IC,IC Mean,0.164858
v1,2023,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.050378,False,IC,IC Mean,0.124475
v1,2023,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.026384,False,IC,IC Mean,0.039144
v1,2023,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.5,0.063214,False,IC,IC Mean,0.003175
v1,2023,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.75,0.065649,False,IC,IC Mean,0.02975
v1,2023,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.75,0.060098,False,IC,IC Mean,0.044352
v1,2023,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.052568,False,IC,IC Mean,0.131025
v1,2024,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.583333,0.066978,False,IC,IC Mean,0.030515
v1,2024,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,0.583333,0.042471,False,IC,IC Mean,0.011846
v1,2024,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.037877,False,IC,IC Mean,0.033321
v1,2024,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.071028,False,IC,IC Mean,-0.046586
v1,2024,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.033442,False,IC,IC Mean,0.050952
v1,2024,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.05991,False,IC,IC Mean,0.082368
v1,2025,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.833333,0.04086,False,IC,IC Mean,0.024809
v1,2025,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,0.75,0.011486,False,IC,IC Mean,0.00964
v1,2025,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.916667,0.025376,False,IC,IC Mean,0.036499
v1,2025,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.416667,0.058378,False,IC,IC Mean,0.008313
v1,2025,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.026329,False,IC,IC Mean,0.040241
v1,2025,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.043046,False,IC,IC Mean,0.071364
v1,2015,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.039677,False,ICIR,ICIR,1.697297
v1,2015,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.015579,False,ICIR,ICIR,1.63747
v1,2015,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,1.0,0.024758,False,ICIR,ICIR,2.794996
v1,2015,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.05752,False,ICIR,ICIR,-0.494681
v1,2015,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.833333,0.049375,False,ICIR,ICIR,1.189467
v1,2015,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.039986,False,ICIR,ICIR,2.607251
v1,2016,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.031102,False,ICIR,ICIR,5.137899
v1,2016,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.015705,False,ICIR,ICIR,2.794276
v1,2016,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.5,0.03867,False,ICIR,ICIR,0.000346
v1,2016,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.062392,False,ICIR,ICIR,-1.03635
v1,2016,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.045218,False,ICIR,ICIR,2.113156
v1,2016,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.061855,False,ICIR,ICIR,3.46558
v1,2017,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.03578,False,ICIR,ICIR,2.634831
v1,2017,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.01642,False,ICIR,ICIR,2.090952
v1,2017,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,1.0,0.027333,False,ICIR,ICIR,2.232078
v1,2017,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.916667,0.041575,False,ICIR,ICIR,1.102229
v1,2017,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.022659,False,ICIR,ICIR,1.233412
v1,2017,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.065902,False,ICIR,ICIR,1.656877
v1,2018,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.045948,False,ICIR,ICIR,1.902758
v1,2018,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.010894,False,ICIR,ICIR,2.756488
v1,2018,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.166667,0.02501,False,ICIR,ICIR,-0.937962
v1,2018,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.416667,0.086161,False,ICIR,ICIR,-0.365872
v1,2018,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.042145,False,ICIR,ICIR,1.347826
v1,2018,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,0.916667,0.086019,False,ICIR,ICIR,1.804994
v1,2019,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.916667,0.024856,False,ICIR,ICIR,1.105995
v1,2019,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.007041,False,ICIR,ICIR,6.856308
v1,2019,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.054885,False,ICIR,ICIR,1.252655
v1,2019,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.666667,0.056799,False,ICIR,ICIR,0.75554
v1,2019,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.083333,0.022658,False,ICIR,ICIR,-1.21768
v1,2019,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.03232,False,ICIR,ICIR,2.778492
v1,2020,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.916667,0.03924,False,ICIR,ICIR,1.604791
v1,2020,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.014761,False,ICIR,ICIR,2.066553
v1,2020,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.75,0.030666,False,ICIR,ICIR,0.654497
v1,2020,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.583333,0.074298,False,ICIR,ICIR,0.114049
v1,2020,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.666667,0.039768,False,ICIR,ICIR,0.2712
v1,2020,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.051359,False,ICIR,ICIR,2.517238
v1,2021,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.053179,False,ICIR,ICIR,1.728797
v1,2021,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.007201,False,ICIR,ICIR,3.620225
v1,2021,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.333333,0.041207,False,ICIR,ICIR,-0.339419
v1,2021,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.333333,0.06258,False,ICIR,ICIR,-0.217848
v1,2021,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.033327,False,ICIR,ICIR,1.846947
v1,2021,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.081866,False,ICIR,ICIR,1.761822
v1,2022,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.051544,False,ICIR,ICIR,1.689481
v1,2022,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.009238,False,ICIR,ICIR,5.110698
v1,2022,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.083333,0.029714,False,ICIR,ICIR,-1.507678
v1,2022,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.333333,0.073176,False,ICIR,ICIR,-0.362539
v1,2022,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.054679,False,ICIR,ICIR,1.383061
v1,2022,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.046011,False,ICIR,ICIR,3.583016
v1,2023,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,1.0,0.050378,False,ICIR,ICIR,2.470828
v1,2023,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,1.0,0.026384,False,ICIR,ICIR,1.483638
v1,2023,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.5,0.063214,False,ICIR,ICIR,0.050233
v1,2023,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.75,0.065649,False,ICIR,ICIR,0.453169
v1,2023,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.75,0.060098,False,ICIR,ICIR,0.737998
v1,2023,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.052568,False,ICIR,ICIR,2.492491
v1,2024,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.583333,0.066978,False,ICIR,ICIR,0.455603
v1,2024,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,0.583333,0.042471,False,ICIR,ICIR,0.27893
v1,2024,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.833333,0.037877,False,ICIR,ICIR,0.879714
v1,2024,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.25,0.071028,False,ICIR,ICIR,-0.655872
v1,2024,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,0.916667,0.033442,False,ICIR,ICIR,1.523578
v1,2024,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.05991,False,ICIR,ICIR,1.374865
v1,2025,value,价值,1,6M,6,neutralized,Neutralized,12,5,60,0.833333,0.04086,False,ICIR,ICIR,0.607163
v1,2025,quality,质量,2,6M,6,neutralized,Neutralized,12,4,48,0.75,0.011486,False,ICIR,ICIR,0.839302
v1,2025,growth,成长,3,6M,6,neutralized,Neutralized,12,3,36,0.916667,0.025376,False,ICIR,ICIR,1.438303
v1,2025,momentum,动量,4,6M,6,neutralized,Neutralized,12,1,12,0.416667,0.058378,False,ICIR,ICIR,0.142405
v1,2025,reversal,反转,5,6M,6,neutralized,Neutralized,12,2,24,1.0,0.026329,False,ICIR,ICIR,1.528382
v1,2025,risk,风险,6,6M,6,neutralized,Neutralized,12,3,36,1.0,0.043046,False,ICIR,ICIR,1.657855
v1,2015,value,价值,1,1M,1,raw,Raw,12,5,60,0.5,0.186647,False,IC,IC Mean,0.008222
v1,2015,quality,质量,2,1M,1,raw,Raw,12,4,48,0.5,0.03863,False,IC,IC Mean,-4.9e-05
v1,2015,growth,成长,3,1M,1,raw,Raw,12,3,36,0.666667,0.083328,False,IC,IC Mean,0.030616
v1,2015,momentum,动量,4,1M,1,raw,Raw,12,1,12,0.25,0.096586,False,IC,IC Mean,-0.062034
v1,2015,reversal,反转,5,1M,1,raw,Raw,12,2,24,0.5,0.173107,False,IC,IC Mean,0.051809
v1,2015,risk,风险,6,1M,1,raw,Raw,12,3,36,0.5,0.198651,False,IC,IC Mean,0.007926
v1,2016,value,价值,1,1M,1,raw,Raw,12,5,60,0.75,0.143238,False,IC,IC Mean,0.06817
v1,2016,quality,质量,2,1M,1,raw,Raw,12,4,48,0.833333,0.0303,False,IC,IC Mean,0.008555
v1,2016,growth,成长,3,1M,1,raw,Raw,12,3,36,0.333333,0.073478,False,IC,IC Mean,-0.001864
v1,2016,momentum,动量,4,1M,1,raw,Raw,12,1,12,0.333333,0.092841,False,IC,IC Mean,-0.013472
v1,2016,reversal,反转,5,1M,1,raw,Raw,12,2,24,0.916667,0.095844,False,IC,IC Mean,0.09013
v1,2016,risk,风险,6,1M,1,raw,Raw,12,3,36,0.75,0.219178,False,IC,IC Mean,0.097254
v1,2017,value,价值,1,1M,1,raw,Raw,12,5,60,0.833333,0.11767,False,IC,IC Mean,0.107099
v1,2017,quality,质量,2,1M,1,raw,Raw,12,4,48,0.75,0.058812,False,IC,IC Mean,0.044293
v1,2017,growth,成长,3,1M,1,raw,Raw,12,3,36,0.833333,0.055575,False,IC,IC Mean,0.063121
v1,2017,momentum,动量,4,1M,1,raw,Raw,12,1,12,0.75,0.104161,False,IC,IC Mean,0.05906
v1,2017,reversal,反转,5,1M,1,raw,Raw,12,2,24,0.333333,0.079826,False,IC,IC Mean,0.004753
v1,2017,risk,风险,6,1M,1,raw,Raw,12,3,36,0.833333,0.167603,False,IC,IC Mean,0.174422
v1,2018,value,价值,1,1M,1,raw,Raw,12,5,60,0.666667,0.11867,False,IC,IC Mean,0.040951
v1,2018,quality,质量,2,1M,1,raw,Raw,12,4,48,0.833333,0.026815,False,IC,IC Mean,0.02425
